t,h
0,29.1674770828126
0.00512000000000000,20.2249963474447
0.0102400000000000,-60.9367853879233
0.0153600000000000,-88.2144161232912
0.0204800000000000,-22.5619818586591
0.0256000000000000,116.497804405973
0.0307200000000000,70.1710716706051
0.0358400000000000,15.2311689352371
0.0409600000000000,-57.5061298001308
0.0460800000000000,-64.3946955354987
0.0512000000000000,-57.9877292708666
0.0563200000000000,35.3457699937655
0.0614400000000000,78.5622342583975
0.0665600000000000,30.2348785230296
0.0716800000000000,-35.5505682123383
0.0768000000000000,-29.0560409477062
0.0819200000000000,-0.0434506230741560
0.0870400000000000,5.23887668155792
0.0921600000000000,-14.9083271538100
0.0972800000000000,-14.7009608891779
0.102400000000000,11.5334113754542
0.107520000000000,25.6216396400862
0.112640000000000,42.4474009047183
0.117760000000000,18.9773261693504
0.122880000000000,-40.8781125660175
0.128000000000000,-71.6318523013855
0.133120000000000,-12.8897460367534
0.138240000000000,43.0517712278787
0.143360000000000,47.5269974925108
0.148480000000000,24.8728297571429
0.153600000000000,-23.0459769782251
0.158720000000000,-46.0563447135930
0.163840000000000,-21.2758024489609
0.168960000000000,12.4811268156712
0.174080000000000,21.5154530803032
0.179200000000000,10.2968113449353
0.184320000000000,0.635147279567403
0.189440000000000,4.17038007419948
0.194560000000000,10.2043691388316
0.199680000000000,2.34476340346364
0.204800000000000,-16.2629513319043
0.209920000000000,-20.7542390672722
0.215040000000000,-15.9911028026401
0.220160000000000,14.8666134619919
0.225280000000000,39.3110627266240
0.230400000000000,16.1258049912561
0.235520000000000,-25.4894227441118
0.240640000000000,-35.9545004794797
0.245760000000000,-10.0558649148477
0.250880000000000,8.72328634978442
0.256000000000000,22.6737463144165
0.261120000000000,28.5210695790486
0.266240000000000,1.71087444368065
0.271360000000000,-21.1963468916873
0.276480000000000,-11.4080986270552
0.281600000000000,5.29643063757688
0.286720000000000,-6.01726939779104
0.291840000000000,-8.27629803315896
0.296960000000000,5.58065103147312
0.302080000000000,11.7270666961052
0.307200000000000,2.86988756073727
0.312320000000000,-2.64217507463065
0.317440000000000,-4.23222770999857
0.322560000000000,-17.8494512453665
0.327680000000000,-16.0409689807344
0.332800000000000,17.4669552838977
0.337920000000000,29.8161805485297
0.343040000000000,5.28345421316182
0.348160000000000,-11.4004939222061
0.353280000000000,-12.3454846575740
0.358400000000000,-14.3971453929419
0.363520000000000,-6.21620062830987
0.368640000000000,16.8932691363222
0.373760000000000,14.2574584009543
0.378880000000000,-8.40860713441364
0.384000000000000,-11.8668660697816
0.389120000000000,2.08906679485052
0.394240000000000,2.06884085948260
0.399360000000000,-5.34593027588532
0.404480000000000,0.951341388746754
0.409600000000000,4.39246825337883
0.414720000000000,1.53608421801091
0.419840000000000,6.56714408264299
0.424960000000000,11.2798360472751
0.430080000000000,-2.18879208809286
0.435200000000000,-16.5662434234608
0.440320000000000,-7.34370315882870
0.445440000000000,6.08364090580338
0.450560000000000,7.04588037043546
0.455680000000000,4.99195793506753
0.460800000000000,2.53674559969961
0.465920000000000,-3.88651843566831
0.471040000000000,-8.06193777103623
0.476160000000000,-1.11056131640416
0.481280000000000,7.66250415822792
0.486400000000000,4.83776682286000
0.491520000000000,-0.816942222507921
0.496640000000000,1.35357035212416
0.501760000000000,5.69554791675624
0.506880000000000,2.56445948138831
0.512000000000000,-3.14176435397961
0.517120000000000,-5.07992738934753
0.522240000000000,-4.62379192471545
0.527360000000000,-4.47341296008338
0.532480000000000,3.24639940454870
0.537600000000000,10.5841948691808
0.542720000000000,2.40074963381286
0.547840000000000,-8.68892770155506
0.552960000000000,-6.25144323692299
0.558080000000000,-0.252789627290908
0.563200000000000,1.18010059234117
0.568320000000000,3.90133175697325
0.573440000000000,7.50485432160533
0.578560000000000,1.58103188623740
0.583680000000000,-5.67562624913052
0.588800000000000,-3.35521008449844
0.593920000000000,0.191206310133638
0.599040000000000,-4.90076805523428
0.604160000000000,-5.56903129060221
0.609280000000000,2.17564627402987
0.614400000000000,5.10579103866195
0.619520000000000,1.49405790329403
0.624640000000000,-0.970672302073895
0.629760000000000,-2.37275046744182
0.634880000000000,-5.85647030280974
0.640000000000000,-4.14828033817766
0.645120000000000,6.73605092645442
0.650240000000000,9.61432409108650
0.655360000000000,0.855890355718573
0.660480000000000,-3.10347677964935
0.665600000000000,-2.57001001501727
0.670720000000000,-5.52109535038519
0.675840000000000,-4.66366938575312
0.680960000000000,3.20997277887896
0.686080000000000,3.29753504351104
0.691200000000000,-2.51338329185688
0.696320000000000,-0.515141317224804
0.701440000000000,3.48039183740727
0.706560000000000,-1.10416992796065
0.711680000000000,-3.08861273332857
0.716800000000000,1.84643693130351
0.721920000000000,2.31554029593559
0.727040000000000,0.243058700567664
0.732160000000000,3.59174462519974
0.737280000000000,3.41994918983182
0.742400000000000,-3.08528604553610
0.747520000000000,-4.89079578090403
0.752640000000000,-1.24384891627195
0.757760000000000,1.17888294836013
0.762880000000000,0.740234852992210
0.768000000000000,1.01827017762429
0.773120000000000,2.14754534225637
0.778240000000000,0.254472606888443
0.783360000000000,-1.53235892847948
0.788480000000000,1.93803473615260
0.793600000000000,3.36795060078468
